locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Xiphophorus_maculatus.X_maculatus.5.0.male.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Oryzias_melastigma.Om_v0.7.RACA.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Lepisosteus_oculatus.LepOcu1.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Danio_rerio.GRCz11.pep.all.vs.Indian.medaka.pep.all.txt.RBH,geneID,diffexpressed,Entrenz_id,Species,gene_name,gene
FQA47_023294,173.0110379,0.403614506,0.156613419,2.577138714,0.009962196,0.303919392,ENSXMAG00000027673,ENSOMEG00000007573,ENSLOCG00000006696,ENSDARG00000010301,ENSOMEG00000007573,UP,112136811,Oryzias melastigma,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6(b4galt6)",b4galt6
FQA47_022628,32.46837773,-1.170031969,0.370129854,-3.161139137,0.001571534,0.110870316,ENSXMAG00000010029,ENSOMEG00000007061,ENSLOCG00000004070,ENSDARG00000088232,ENSOMEG00000007061,DOWN,112151178,Oryzias melastigma,protein shisa-2(LOC112151178),LOC112151178
FQA47_025206,34.70508939,-0.870686627,0.355334915,-2.450326689,0.014272665,0.359351329,ENSXMAG00000025311,ENSOMEG00000000050,ENSLOCG00000018228,ENSDARG00000074588,ENSOMEG00000000050,DOWN,112161636,Oryzias melastigma,"methyltransferase 18, RPL3 N3-histidine(mettl18)",mettl18
FQA47_010866,44.70850242,-0.670358612,0.315599426,-2.124080583,0.033663406,0.515271042,ENSXMAG00000004784,ENSOMEG00000020826,ENSLOCG00000006465,ENSDARG00000103957,ENSOMEG00000020826,DOWN,112149713,Oryzias melastigma,"adipogenesis associated, Mth938 domain containing(aamdc)",aamdc
FQA47_019647,42.32392973,-0.819861201,0.307042189,-2.670190713,0.007580818,0.266630583,ENSXMAG00000014794,ENSOMEG00000011026,ENSLOCG00000013730,ENSDARG00000040469,ENSOMEG00000011026,DOWN,112153787,Oryzias melastigma,ectonucleotide pyrophosphatase/phosphodiesterase 6(enpp6),enpp6
FQA47_003645,4936.519524,0.262319572,0.10200183,2.571714383,0.010119634,0.305649097,ENSXMAG00000018793,ENSOMEG00000002416,ENSLOCG00000013845,ENSDARG00000017591,ENSOMEG00000002416,UP,112137570,Oryzias melastigma,FAT atypical cadherin 1a(fat1a),fat1a
FQA47_016308,223.7900062,0.630488417,0.245328952,2.569971507,0.010170688,0.306375386,ENSXMAG00000018691,ENSOMEG00000020032,ENSLOCG00000017217,ENSDARG00000098733,ENSOMEG00000020032,UP,112138617,Oryzias melastigma,peroxidasin(LOC112138617),LOC112138617
FQA47_018116,42.44406344,-0.686809763,0.322878369,-2.127147028,0.033407869,0.513534759,ENSXMAG00000021471,ENSOMEG00000009745,ENSLOCG00000012007,ENSDARG00000034777,ENSOMEG00000009745,DOWN,112146981,Oryzias melastigma,"thioredoxin, mitochondrial(LOC112146981)",LOC112146981
FQA47_009703,32.04844891,0.793751097,0.308961811,2.569091284,0.010196559,0.306790793,ENSXMAG00000027144,ENSOMEG00000015741,ENSLOCG00000006593,ENSDARG00000075314,ENSOMEG00000015741,UP,112159250,Oryzias melastigma,uncharacterized LOC112159250(zgc:174906),zgc:174906
FQA47_001469,33.22191735,-0.723441664,0.355049213,-2.037581379,0.041591816,0.558236032,ENSXMAG00000024271,ENSOMEG00000002672,ENSLOCG00000014460,ENSDARG00000040265,ENSOMEG00000002672,DOWN,112142477,Oryzias melastigma,mannose-P-dolichol utilization defect 1 protein(LOC112142477),LOC112142477
FQA47_025263,41.77985709,-0.812340346,0.325944011,-2.492269583,0.012692966,0.337160221,ENSXMAG00000009420,ENSOMEG00000001678,ENSLOCG00000017017,ENSDARG00000002219,ENSOMEG00000001678,DOWN,112161880,Oryzias melastigma,isoaspartyl peptidase/L-asparaginase(si:dkey-103j14.5),si:dkey-103j14.5
FQA47_012480,70.69784487,0.599798785,0.234543065,2.557307697,0.010548586,0.312933182,ENSXMAG00000003958,ENSOMEG00000008676,ENSLOCG00000008847,ENSDARG00000077983,ENSOMEG00000008676,UP,112155371,Oryzias melastigma,Golgi pH regulator(si:ch73-390b10.2),si:ch73-390b10.2
FQA47_004386,300.2587437,0.348386467,0.136687282,2.548784792,0.010809898,0.316278803,ENSXMAG00000016473,ENSOMEG00000000245,ENSLOCG00000007774,ENSDARG00000107296,ENSOMEG00000000245,UP,112154097,Oryzias melastigma,inhibitory synaptic factor 2A(insyn2a),insyn2a
FQA47_012012,175.5403164,0.449569945,0.176738719,2.54369811,0.010968584,0.319290084,ENSXMAG00000010077,ENSOMEG00000016495,ENSLOCG00000012617,ENSDARG00000100738,ENSOMEG00000016495,UP,112148549,Oryzias melastigma,oncostatin M receptor(osmr),osmr
FQA47_019761,44.29541034,2.861342711,1.124988251,2.543442307,0.010976618,0.319290084,ENSXMAG00000010698,ENSOMEG00000014294,ENSLOCG00000008567,ENSDARG00000090286,ENSOMEG00000014294,UP,112158248,Oryzias melastigma,alpha-1-antitrypsin homolog(LOC112158248),LOC112158248
FQA47_004487,93.45106273,0.521261608,0.204977148,2.543023037,0.010989798,0.31930771,ENSXMAG00000004147,ENSOMEG00000004771,ENSLOCG00000006434,ENSDARG00000057973,ENSOMEG00000004771,UP,112149900,Oryzias melastigma,diphthamide biosynthesis 1(dph1),dph1
FQA47_006603,40.5653562,-1.116932023,0.337318578,-3.311208144,0.000928941,0.082770259,ENSXMAG00000009444,ENSOMEG00000001436,ENSLOCG00000003585,ENSDARG00000080006,ENSOMEG00000001436,DOWN,112161072,Oryzias melastigma,transmembrane protein 41B(tmem41b),tmem41b
FQA47_002459,47.77433844,-0.612730851,0.277599772,-2.207245516,0.027296911,0.471549503,ENSXMAG00000028433,ENSOMEG00000000938,ENSLOCG00000015768,ENSDARG00000078606,ENSOMEG00000000938,DOWN,112158132,Oryzias melastigma,linkage group 24 C1orf131 homolog(lg24h1orf131),lg24h1orf131
FQA47_013117,166.1470014,0.784211865,0.30886258,2.539031646,0.011115977,0.320875687,ENSXMAG00000001408,ENSOMEG00000012494,ENSLOCG00000009125,ENSDARG00000011257,ENSOMEG00000012494,UP,112162600,Oryzias melastigma,ectonucleotide pyrophosphatase/phosphodiesterase 2-like(enpp2l),enpp2l
FQA47_000325,220.765891,0.446210755,0.17582422,2.537823028,0.011154437,0.320875687,ENSXMAG00000012361,ENSOMEG00000002457,ENSLOCG00000003664,ENSDARG00000061093,ENSOMEG00000002457,UP,112142449,Oryzias melastigma,"pleckstrin homology-like domain, family B, member 1a(phldb1a)",phldb1a
FQA47_014106,44.21892828,-0.579341289,0.292720542,-1.97916171,0.047797802,0.591797851,ENSXMAG00000015470,ENSOMEG00000013417,ENSLOCG00000000024,ENSDARG00000043562,ENSOMEG00000013417,DOWN,112162291,Oryzias melastigma,uncharacterized LOC112162291(zgc:65997),zgc:65997
FQA47_001453,47.8468015,-0.955708721,0.368252753,-2.595252077,0.009452157,0.296190704,ENSXMAG00000027054,ENSOMEG00000016157,ENSLOCG00000012670,ENSDARG00000002564,ENSOMEG00000016157,DOWN,112137134,Oryzias melastigma,synaptogyrin 1a(syngr1a),syngr1a
FQA47_005000,238.9934665,0.389128691,0.153575354,2.533796481,0.011283424,0.321945257,ENSXMAG00000029455,ENSOMEG00000004204,ENSLOCG00000005455,ENSDARG00000091631,ENSOMEG00000004204,UP,112143204,Oryzias melastigma,uncharacterized si:ch211-197h24.6(si:ch211-197h24.6),si:ch211-197h24.6
FQA47_023458,428.0959293,0.30713226,0.121331655,2.531344853,0.011362607,0.323615351,ENSXMAG00000013844,ENSOMEG00000017639,ENSLOCG00000004998,ENSDARG00000099635,ENSOMEG00000017639,UP,112137097,Oryzias melastigma,A kinase (PRKA) anchor protein 8-like(akap8l),akap8l
FQA47_009427,195.0544524,0.482811839,0.19079876,2.530476819,0.011390761,0.323747574,ENSXMAG00000001628,ENSOMEG00000000058,ENSLOCG00000011920,ENSDARG00000027600,ENSOMEG00000000058,UP,112163217,Oryzias melastigma,PDZ and LIM domain 5b(pdlim5b),pdlim5b
FQA47_000579,509.055823,0.34741646,0.137432562,2.527904983,0.01147454,0.323923807,ENSXMAG00000028108,ENSOMEG00000022174,ENSLOCG00000003656,ENSDARG00000077581,ENSOMEG00000022174,UP,112152018,Oryzias melastigma,"zinc finger, ZZ-type containing 3(zzz3)",zzz3
FQA47_006835,157.5210824,0.394346317,0.156060127,2.526887067,0.01150785,0.323923807,ENSXMAG00000007022,ENSOMEG00000003636,ENSLOCG00000004325,ENSDARG00000003994,ENSOMEG00000003636,UP,112160506,Oryzias melastigma,synaptotagmin IXa(syt9a),syt9a
FQA47_011534,418.5649248,0.329447301,0.131055386,2.513802081,0.011943744,0.328562362,ENSXMAG00000008952,ENSOMEG00000013146,ENSLOCG00000005577,ENSDARG00000032577,ENSOMEG00000013146,UP,112158885,Oryzias melastigma,chloride transport protein 6(LOC112158885),LOC112158885
FQA47_000471,1258.661951,0.330339645,0.13142812,2.513462458,0.01195525,0.328562362,ENSXMAG00000011604,ENSOMEG00000004006,ENSLOCG00000014546,ENSDARG00000037503,ENSOMEG00000004006,UP,112139352,Oryzias melastigma,THO complex 2(thoc2),thoc2
FQA47_017960,43.00098921,-0.843672616,0.397742519,-2.121152694,0.033908955,0.516237409,ENSXMAG00000018467,ENSOMEG00000008970,ENSLOCG00000007236,ENSDARG00000044204,ENSOMEG00000008970,DOWN,112144675,Oryzias melastigma,"endonuclease, polyU-specific(endou)",endou
FQA47_006666,79.94048811,0.546108638,0.217457431,2.511335828,0.012027522,0.328844357,ENSXMAG00000009451,ENSOMEG00000005404,ENSLOCG00000009552,ENSDARG00000054821,ENSOMEG00000005404,UP,112146010,Oryzias melastigma,nucleotide binding protein-like(nubpl),nubpl
FQA47_022955,53.83356989,-0.607534915,0.298752794,-2.033570653,0.041994903,0.561568495,ENSXMAG00000026076,ENSOMEG00000006401,ENSLOCG00000000562,ENSDARG00000026655,ENSOMEG00000006401,DOWN,112145798,Oryzias melastigma,translocator protein(tspo),tspo
FQA47_015741,1420.083799,0.21306237,0.085107242,2.503457588,0.012298642,0.332270346,ENSXMAG00000005315,ENSOMEG00000021898,ENSLOCG00000010446,ENSDARG00000070448,ENSOMEG00000021898,UP,112139372,Oryzias melastigma,G protein-coupled receptor kinase 4(grk4),grk4
FQA47_025620,62.54340255,-0.498908171,0.250470116,-1.991887011,0.046383456,0.587467794,ENSXMAG00000027899,ENSOMEG00000001087,ENSLOCG00000011908,ENSDARG00000070213,ENSOMEG00000001087,DOWN,112144672,Oryzias melastigma,ethanolamine kinase 2(etnk2),etnk2
FQA47_024058,1540.057226,0.225091164,0.089991923,2.501237405,0.012376018,0.333626978,ENSXMAG00000002535,ENSOMEG00000004711,ENSLOCG00000003260,ENSDARG00000059333,ENSOMEG00000004711,UP,112151000,Oryzias melastigma,sickle tail protein homolog(si:ch211-285f17.1),si:ch211-285f17.1
FQA47_000021,523.9577802,0.275149909,0.110151071,2.497932202,0.012492008,0.333917955,ENSXMAG00000002557,ENSOMEG00000020859,ENSLOCG00000002688,ENSDARG00000058284,ENSOMEG00000020859,UP,112163111,Oryzias melastigma,ephrin type-A receptor 5(LOC112163111),LOC112163111
FQA47_021589,39.98884766,-0.793422127,0.318615848,-2.490215509,0.012766566,0.3380544,ENSXMAG00000005100,ENSOMEG00000021981,ENSLOCG00000014054,ENSDARG00000104940,ENSOMEG00000021981,DOWN,112152113,Oryzias melastigma,cytosolic iron-sulfur assembly component 2A(ciao2a),ciao2a
FQA47_007391,466.804537,0.297415648,0.119270555,2.493621731,0.012644722,0.336230435,ENSXMAG00000001789,ENSOMEG00000015454,ENSLOCG00000016410,ENSDARG00000044417,ENSOMEG00000015454,UP,112158133,Oryzias melastigma,dispatched homolog 1 (Drosophila)(disp1),disp1
FQA47_009221,62.12361995,-0.636456017,0.266561009,-2.387656096,0.0169562,0.387611182,ENSXMAG00000015530,ENSOMEG00000020666,ENSLOCG00000004927,ENSDARG00000015803,ENSOMEG00000020666,DOWN,112137200,Oryzias melastigma,"Smith-Magenis syndrome chromosome region, candidate 8b(smcr8b)",smcr8b
FQA47_001212,50.46648689,-0.661543869,0.324046975,-2.041506077,0.04120055,0.555627604,ENSXMAG00000012792,ENSOMEG00000023580,ENSLOCG00000002105,ENSDARG00000062655,ENSOMEG00000023580,DOWN,112137798,Oryzias melastigma,YdjC chitooligosaccharide deacetylase homolog(ydjc),ydjc
FQA47_009247,50.91462762,-0.836289006,0.289584764,-2.887890213,0.003878352,0.188598809,ENSXMAG00000013763,ENSOMEG00000007523,ENSLOCG00000004190,ENSDARG00000030267,ENSOMEG00000007523,DOWN,112151437,Oryzias melastigma,"general transcription factor IIIA, b(gtf3ab)",gtf3ab
FQA47_008539,48.41464237,-0.633238054,0.276478486,-2.290370087,0.021999872,0.43307345,ENSXMAG00000004889,ENSOMEG00000001140,ENSLOCG00000006984,ENSDARG00000056029,ENSOMEG00000001140,DOWN,112161396,Oryzias melastigma,cytochrome P450 26C1(LOC112161396),LOC112161396
FQA47_002747,54.98502461,-0.711624336,0.342842289,-2.075660904,0.037925324,0.540262094,ENSXMAG00000003977,ENSOMEG00000005290,ENSLOCG00000004020,ENSDARG00000009922,ENSOMEG00000005290,DOWN,112147830,Oryzias melastigma,diencephalon/mesencephalon homeobox 1a(dmbx1a),dmbx1a
FQA47_004831,31.73699906,0.772620419,0.310901788,2.485094806,0.012951694,0.341177707,ENSXMAG00000013141,ENSOMEG00000004345,ENSLOCG00000010100,ENSDARG00000092134,ENSOMEG00000004345,UP,112143311,Oryzias melastigma,RAD54 homolog B(rad54b),rad54b
FQA47_003784,61.31577458,-0.592628354,0.259077066,-2.287459729,0.022169003,0.435053843,ENSXMAG00000016914,ENSOMEG00000021209,ENSLOCG00000006960,ENSDARG00000098855,ENSOMEG00000021209,DOWN,112160958,Oryzias melastigma,"3-oxoacyl-ACP synthase, mitochondrial(oxsm)",oxsm
FQA47_004217,414.6378515,0.283628541,0.114167784,2.484313275,0.012980156,0.341573146,ENSXMAG00000001644,ENSOMEG00000000954,ENSLOCG00000008922,ENSDARG00000011000,ENSOMEG00000000954,UP,112158136,Oryzias melastigma,"general transcription factor IIA, 1(gtf2a1)",gtf2a1
FQA47_012846,2081.407215,0.317263626,0.127769926,2.483085298,0.013024989,0.342044036,ENSXMAG00000018353,ENSOMEG00000009495,ENSLOCG00000002723,ENSDARG00000045666,ENSOMEG00000009495,UP,112138393,Oryzias melastigma,ankyrin repeat domain-containing protein 50(LOC112138393),LOC112138393
FQA47_012824,17.33024532,1.259117595,0.507383225,2.481590904,0.013079734,0.342464393,ENSXMAG00000007637,ENSOMEG00000004851,ENSLOCG00000000695,ENSDARG00000043781,ENSOMEG00000004851,UP,112144185,Oryzias melastigma,proteasome 20S subunit beta 10(psmb10),psmb10
FQA47_011759,51.0539259,-0.677318129,0.278378969,-2.43307938,0.014971018,0.368366536,ENSXMAG00000003268,ENSOMEG00000007473,ENSLOCG00000016606,ENSDARG00000022660,ENSOMEG00000007473,DOWN,112157828,Oryzias melastigma,armadillo repeat containing 2(armc2),armc2
FQA47_016981,50.10128628,-0.866028912,0.33811493,-2.56134478,0.010426782,0.311137142,ENSXMAG00000029941,ENSOMEG00000007219,ENSLOCG00000011640,ENSDARG00000101652,ENSOMEG00000007219,DOWN,112156399,Oryzias melastigma,"HAUS augmin-like complex, subunit 6(haus6)",haus6
FQA47_023126,652.5316798,0.277521085,0.112501064,2.46683076,0.013631477,0.35124612,ENSXMAG00000001494,ENSOMEG00000002392,ENSLOCG00000006544,ENSDARG00000042791,ENSOMEG00000002392,UP,112148747,Oryzias melastigma,G protein-coupled receptor kinase interacting ArfGAP 2a(git2a),git2a
FQA47_022520,54.78411641,-0.567771144,0.286314106,-1.98303588,0.047363422,0.591030337,ENSXMAG00000006801,ENSOMEG00000003839,ENSLOCG00000012333,ENSDARG00000038348,ENSOMEG00000003839,DOWN,112158424,Oryzias melastigma,"phosphatidylinositol glycan anchor biosynthesis, class H(pigh)",pigh
FQA47_000896,57.65575694,-0.798666276,0.26144231,-3.054847082,0.002251753,0.13372524,ENSXMAG00000005494,ENSOMEG00000003996,ENSLOCG00000000957,ENSDARG00000100773,ENSOMEG00000003996,DOWN,112163297,Oryzias melastigma,"zinc finger, MYND-type containing 19(zmynd19)",zmynd19
FQA47_022650,489.1472243,0.327613556,0.132954129,2.464109683,0.013735407,0.353090267,ENSXMAG00000028502,ENSOMEG00000015158,ENSLOCG00000001552,ENSDARG00000075793,ENSOMEG00000015158,UP,112158941,Oryzias melastigma,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1(prex1)",prex1
FQA47_012999,78.19779221,-0.585170168,0.268329947,-2.180785916,0.029199255,0.486093021,ENSXMAG00000016437,ENSOMEG00000005864,ENSLOCG00000012812,ENSDARG00000071406,ENSOMEG00000005864,DOWN,112154576,Oryzias melastigma,TEPSIN adaptor related protein complex 4 accessory protein(tepsin),tepsin
FQA47_016130,58.15430661,-0.571268821,0.264413893,-2.16050985,0.030733222,0.495839033,ENSXMAG00000003341,ENSOMEG00000011593,ENSLOCG00000014561,ENSDARG00000043666,ENSOMEG00000011593,DOWN,112158921,Oryzias melastigma,activator of basal transcription 1(abt1),abt1
FQA47_000326,164.6112963,0.377294052,0.15366052,2.455374038,0.014073807,0.358465641,ENSXMAG00000028922,ENSOMEG00000022499,ENSLOCG00000009602,ENSDARG00000044484,ENSOMEG00000022499,UP,112142582,Oryzias melastigma,"CDC23 (cell division cycle 23, yeast, homolog)(cdc23)",cdc23
FQA47_001591,70.80859114,-0.647061226,0.269873166,-2.39764937,0.016500652,0.384948168,ENSXMAG00000005299,ENSOMEG00000022440,ENSLOCG00000011839,ENSDARG00000113674,ENSOMEG00000022440,DOWN,112153842,Oryzias melastigma,6-pyruvoyltetrahydropterin synthase(pts),pts
FQA47_011875,364.2109272,0.322128236,0.131564209,2.448448844,0.01434728,0.360370755,ENSXMAG00000015890,ENSOMEG00000009402,ENSLOCG00000011160,ENSDARG00000042477,ENSOMEG00000009402,UP,112159546,Oryzias melastigma,"nuclear receptor subfamily 2, group C, member 2(nr2c2)",nr2c2
FQA47_002537,68.10803336,-0.858788363,0.282142699,-3.043808562,0.002336037,0.137317903,ENSXMAG00000010490,ENSOMEG00000003556,ENSLOCG00000006042,ENSDARG00000043586,ENSOMEG00000003556,DOWN,112148678,Oryzias melastigma,hematopoietic death receptor(hdr),hdr
FQA47_022294,95.95924729,0.566435964,0.231526163,2.446531126,0.014423834,0.361294599,ENSXMAG00000006443,ENSOMEG00000017339,ENSLOCG00000011983,ENSDARG00000025641,ENSOMEG00000017339,UP,112156737,Oryzias melastigma,zinc finger protein GLI2(LOC112156737),LOC112156737
FQA47_020890,45.53630967,-0.930783808,0.368384184,-2.526666042,0.011515094,0.323923807,ENSXMAG00000002491,ENSOMEG00000010399,ENSLOCG00000001909,ENSDARG00000008623,ENSOMEG00000010399,DOWN,112141339,Oryzias melastigma,COP9 signalosome subunit 3(cops3),cops3
FQA47_012985,71.47636334,-0.52157707,0.251293308,-2.075570868,0.037933658,0.540262094,ENSXMAG00000016424,ENSOMEG00000005840,ENSLOCG00000012447,ENSDARG00000060246,ENSOMEG00000005840,DOWN,112154278,Oryzias melastigma,monocarboxylate transporter 7(LOC112154278),LOC112154278
FQA47_010970,84.11407502,-0.661546203,0.30767695,-2.150132478,0.031544737,0.500357641,ENSXMAG00000010741,ENSOMEG00000004311,ENSLOCG00000006768,ENSDARG00000099031,ENSOMEG00000004311,DOWN,112149821,Oryzias melastigma,sodium channel subunit beta-4(LOC112149821),LOC112149821
FQA47_015204,65.03808219,-0.895564227,0.298179236,-3.003442626,0.002669439,0.149494189,ENSXMAG00000024210,ENSOMEG00000023844,ENSLOCG00000000992,ENSDARG00000071211,ENSOMEG00000023844,DOWN,112144501,Oryzias melastigma,linkage group 5 C1orf50 homolog(lg5h1orf50),lg5h1orf50
FQA47_012302,70.94476133,-0.801655017,0.258752077,-3.098158771,0.001947271,0.125151359,ENSXMAG00000012436,ENSOMEG00000008433,ENSLOCG00000005141,ENSDARG00000025670,ENSOMEG00000008433,DOWN,112142134,Oryzias melastigma,follistatin-like 3 (secreted glycoprotein)(fstl3),fstl3
FQA47_018510,64.90710587,-0.57553406,0.282228213,-2.039250625,0.041425021,0.557175304,ENSXMAG00000013439,ENSOMEG00000016016,ENSLOCG00000015108,ENSDARG00000056653,ENSOMEG00000016016,DOWN,112153764,Oryzias melastigma,four and a half LIM domains 1a(fhl1a),fhl1a
FQA47_001962,68.3743244,-0.685238174,0.2818525,-2.431194237,0.015049144,0.369234757,ENSXMAG00000024562,ENSOMEG00000021665,ENSLOCG00000006798,ENSDARG00000071336,ENSOMEG00000021665,DOWN,112153140,Oryzias melastigma,macrophage migration inhibitory factor(mif),mif
FQA47_010673,64.06052285,-0.620271893,0.291455683,-2.12818596,0.033321668,0.513401917,ENSXMAG00000005511,ENSOMEG00000000776,ENSLOCG00000007698,ENSDARG00000052190,ENSOMEG00000000776,DOWN,112157482,Oryzias melastigma,ferredoxin 2(fdx2),fdx2
FQA47_020982,348.3538493,0.323728859,0.132383147,2.445393287,0.014469426,0.361294599,ENSXMAG00000019400,ENSOMEG00000007478,ENSLOCG00000001504,ENSDARG00000074314,ENSOMEG00000007478,UP,112148455,Oryzias melastigma,SKI3 subunit of superkiller complex(skic3),skic3
FQA47_013352,452.1182192,0.35671955,0.146106554,2.441502733,0.014626278,0.364136955,ENSXMAG00000021468,ENSOMEG00000017772,ENSLOCG00000003471,ENSDARG00000087040,ENSOMEG00000017772,UP,112157426,Oryzias melastigma,"rhomboid, veinlet-like 3 (Drosophila)(rhbdl3)",rhbdl3
FQA47_016024,65.9085736,-0.572441441,0.283627582,-2.018285514,0.043561535,0.571976012,ENSXMAG00000000745,ENSOMEG00000015183,ENSLOCG00000012104,ENSDARG00000045555,ENSOMEG00000015183,DOWN,112146734,Oryzias melastigma,"protein SCO1 homolog, mitochondrial(LOC112146734)",LOC112146734
FQA47_023281,68.50242517,-0.568297225,0.247085478,-2.300002537,0.021448076,0.429055008,ENSXMAG00000007982,ENSOMEG00000008419,ENSLOCG00000009608,ENSDARG00000017708,ENSOMEG00000008419,DOWN,112136803,Oryzias melastigma,leucine rich repeat containing 40(lrrc40),lrrc40
FQA47_019027,249.2056408,0.382994129,0.157334572,2.434265555,0.014922043,0.367893553,ENSXMAG00000001073,ENSOMEG00000011341,ENSLOCG00000002495,ENSDARG00000017562,ENSOMEG00000011341,UP,112152817,Oryzias melastigma,BTG3 associated nuclear protein(LOC112152817),LOC112152817
FQA47_011984,56.64278422,-0.904582625,0.396995527,-2.278571326,0.02269256,0.439156808,ENSXMAG00000003470,ENSOMEG00000008698,ENSLOCG00000010196,ENSDARG00000079790,ENSOMEG00000008698,DOWN,112163484,Oryzias melastigma,phospholipid phosphatase 1a(plpp1a),plpp1a
FQA47_007969,245.5011226,0.383959153,0.158265529,2.426044095,0.015264415,0.372223677,ENSXMAG00000007337,ENSOMEG00000000441,ENSLOCG00000006050,ENSDARG00000087176,ENSOMEG00000000441,UP,112140690,Oryzias melastigma,ribosomal protein S6 kinase related b(rskrb),rskrb
FQA47_001816,75.08293114,-0.677491454,0.237589642,-2.851519312,0.004351084,0.198013325,ENSXMAG00000024833,ENSOMEG00000016039,ENSLOCG00000003946,ENSDARG00000045773,ENSOMEG00000016039,DOWN,112141144,Oryzias melastigma,uncharacterized LOC112141144(zgc:162634),zgc:162634
FQA47_001400,89.72971486,-0.521859321,0.21219589,-2.459328132,0.013919733,0.356687886,ENSXMAG00000012778,ENSOMEG00000013509,ENSLOCG00000003090,ENSDARG00000042881,ENSOMEG00000013509,DOWN,112137258,Oryzias melastigma,nth-like DNA glycosylase 1(nthl1),nthl1
